"Early Sunday Morning: The Pearl Harbor Diary of Amber Billows, Hawaii, 1941","Fiction_Children & Young Adult_Historical Fiction_WWII Holocaust, And Aftermath",In her diary_ twelve-year-old Amber describes moving to Hawaii in 1941 and experiencing the horror of the bombing of Pearl Harbor.,,,,,
"So Far From Home: The Diary of Mary Driscoll, an Irish Mill Girl, Lowell, Massachusetts, 1847",Fiction_Children & Young Adult_Historical Fiction,Critically acclaimed author Barry Denenberg turns a sharp eye on life for a young Irish immigrant at the Lowell Mill.,,,,,
As Sure as the Dawn,"Fiction_Historical_Ancient World (Greece, Rome, etc)_Religious_Christianity_Christian Life And Faith",Atretes_ a German barbarian who has won his freedom in the Roman arena_ finds his life changed forever by an encounter with a young Christian woman. Atretes vows to move heaven and earth to find his son - the baby he thought was dead_ and take him back to Germany. Only one thing stands in his way: Rizpah_ the Christian widow who has cared for the child since his birth.,,,,,
The Frankenstein Papers,Fiction_Horror_Monsters_Mary  Shelley,A retelling of the popular Frankenstein story with a twist...,,,,,
Warlord,Fiction_Science Fiction_Adventure_Militaristic,"This is an omnibus edition of the first two books in the General series.  An omnibus edition of the last three books in the series is now available in stores under the title Conqueror.  This edition contains The Forge and The Hammer.

Raj Whitehall was a young noble of the Civil Government_ the last remnant of galactic civilization on the planet Bellevue. Possessed of an unparalleled strategic genius_ Raj dreamed of leading his people's armies to victory against the barbarians who threatened to engulf them. 

 Yet it was not exterior enemies who were Raj's greatest challenge_ but the Civil Government itself. Its bureaucrats had become corrupt extortionists. The ranks of its armies were filled with barbarian mercenaries ready to turn on the paymasters they despised. Those at the highest levels sank their knives into each other's backs even as the barbarians closed in. And the Governor himself_ the man to whom Raj has sworn and given absolute loyalty_ nourished a paranoid envy and mistrust that grew with every victory Raj won.... 

Luckily for Bellevue_ Raj had a hidden asset beyond the worship of his troops and his own genius for war. Raj was possessed of - or possessed by - a ""guardian angel"" that guided him inexorably toward the goal of planetary dominion. But could even a battle computer of the Galactic Age be enough to counter the fury of Raj's enemies ... and the treachery of his ""friends""?",,,,,
Conqueror,Fiction_Science Fiction_Adventure_Militaristic,"This is an omnibus edition of the third through fifth books in the General series.  An omnibus edition of the first two books in the series is titled Warlord.  This edition contains The Anvil_ ""The Steel""_ and ""The Sword.""

With the aid of a sentient battle computer from before the collapse of interstellar civilization_ Raj Whitehall has come close to reuniting the entire planet of Bellevue. Because of his victories and because of the way he won them_ Raj is loved by the peopleand his army would follow him to Hell. Even those closest to him_ his band of sworn companions and his wickedly subtle but utterly loyal wife_ hold him in awe.

And that's the problem. For though Raj battles only in the name of his emperor and has proven his loyalty again and again_ still the half-mad jealousy and fear of Barholm Clerett is about to give Raj no choice but to revolt or face death by torture. Raj Whitehall_ Hammer of the Barbarians_ Sword of the Spirit of Man_ has always been ready to bear any burden_ pay any price for final victory.

Now his fate is on him.",,,,,
Latin Moon in Manhattan,Fiction_Gay & Lesbian_Gay Male,From Little Colombia in Queens to the street life of Times Square_ this brilliant novel is crowded with an extraordinary cast of characters:  Hot Sauce_ a midget hooker, Simon Bolivar_ a parrot who croons Julio Iglesias songs, the Urrutias_ a family rich from cocaine smuggling, Santiago Martinez_ a loner and would-be poet whose ancient cat_ Mr. O'Donnell_ is slowly dying of an enlarged heart.,,
The Letter,Fiction_Religious_Christianity,"Dearest Child_
That I did not know you_ my loss is greatest.
Forgive me for the pain I have brought to those who love you.
So gladly would I trade my sad life for your realm.
Angel_ watch over this little one.
On a wintry October night a mysterious letter was left at the base of the angel monument which overlooks the grave of Andrea Parkin_ the only child of David and MaryAnne Parkin.",,,,,
The Carousel,Fiction_Romance,From the bestselling author of The Christmas Box and The Locket comes the powerful love story of Faye Murrow and Michael Keddington.,,,,,
The Looking Glass,Fiction_Romance_Contemporary,From the bestselling author of The Christmas Box and The Locket comes the unforgettable love story of Quaye McGandley and Hunter Bell: two broken people who come together to make each other whole.,,,,,
The Locket,Fiction_General Fiction,"My Dearest Michael_
I would so rather say these things to your face_ but_ as we both know_ life doesn't often take requests...
In the top drawer of my armoire is a velvet pouch containing two heirlooms. The first is my locket. I would like you to return it to Betheltown for me - to lay it by the hearth of the fireplace where I left my love so many years ago. I am certain that the roads will be grown over_ but you will know the place...

After the death of his mother_ Michael Keddington finds employment at the Arcadia nursing home_ where he befriends Esther_ a reclusive but beautiful elderly woman who lives in mourning for her youth and lost love.
""Do you suppose life gives us second chances?"" Esther asks Michael one day.
""I don't know. But we'd probably just make the same mistake over again_"" he concludes.
Michael faces his own challenges when he loses his greatest love_ Faye. When Michael is falsely accused of abusing one of the Arcadia's residents_ he learns important lessons about faith and forgiveness from Esther_ and her gift to him of a locket_ once symbolic of one person's missed opportunities_ becomes another's second chance.",,,,,
Etruscans,"Fiction_Fantasy_Historical_Ancient World (Greece, Rome, etc)_Rome","In the early days of the Roman Empire_ the noble Etruscan civilization in Italy is waning. Vesi_ a young Etruscan noblewoman_ is violated by a renegade supernatural being. Outcast then from Etruria_ Vesi bears Horatrim_ a child who carries inexplicable knowledge and grows to manhood in only six years. But a savage Roman attack leaves Vesi unresponsive and Horatrim homeless and vulnerable_ and he travels to Rome where his talents confound powerful businessman Propertius_ who arranges to adopt Horatrim as a son_ changing his name to Horatius.
And all the while his demon father is seeking him to kill him_ for Horatius is a conduit through which the demon might be found and destroyed.",,,,,
The Golden Ring: A Christmas Story,Fiction_Religious_Christianity_Seasonal And Holiday,The golden ring was a Christmas gift that Anna treasured throughout the years, a parting gift left behind by a loving father. But it was not the ring itself that she truly cherished_ for it was merely a gift of metal and stone. The true significance in the gift of the golden ring lies in the powerful lesson it teaches us about the goodness that comes from giving.,,,,
Ultimate Prizes,Fiction_Romance_Historical_Saga,The third in Susan Howatch's Church of England novels_ Ultimate Prizes begins in 1942 with the world at war_ as narrator and archdeacon Nevill Aysgarth finds himself falling into a hopeless obsession over Dido Tallent_ beautiful celebrity_ and finds himself pursuing her through a swamp of guilt and the destruction of his valued moral compass....,,,,,
Only Love,Fiction_General Fiction,"Dr. Matthew Hiller is about to face the most difficult moment of his life.
The brilliant neurosurgeon has encountered many desperate people. But his next case is not simply a suffering patient for whom he is the last hope. It is Silvia
 - his only love. Now married to one of the richest men in the world_ she can still evoke the same feelings in him that she did so long ago in Paris and Africa. Even after all this time_ he has not recovered from her unexplained disappearance on the eve of their marriage - and thoughts of her have haunted him ever since.
As a doctor_ he must try to help her. As a spurned lover_ and a married man_ he must try to forget the past. And he dares not think about what might happen if he actually succeeds in saving her life...",,,,,
Stargazer,Fiction_Romance,"Determined to be the Chicago Sun's top foreign reporter_ Cassandra Malone is on her way to Rhadie. Cassie's adventure turns ugly when terrorists highjack the jet. When gunfire fills the plane_ bullets rip through the hull_ Cassie's only thought is to survive the explosion. 

Captain Blaine Sterling's last voyage on the Stargazer is more profitable than he ever imagined when the blue ocean depths release a beautiful woman into his arms! Once given the gift_ Blaine refuses to let death take the beauty. The first time their gazes touch_ they both know their future is sealed. 

Cassie's modern knowledge may be enough to help protect Blaines thriving new settlement from the British allies. But can Blaine protect Cassie from the uncivilized wilderness and the dangers lurking in every shadow. Together they face an adventure in love that takes them on a journey through the American wilderness of 1784.",,,,,
Mandibles,"Fiction_Horror_Animals Run Rampant, Werewolves_Adventure_Survival_General","Extremely large and vicious red fire ants are on the loose in Tampa_ Florida_ and those who don't immediately become ant chow must figure out how to stop this attack before the entire city becomes overrun by the creatures. Of course_ a pair of psycho killers named Hack and Slash aren't exactly helping things out...

Whether you love ants_ hate ants_ or have no real opinion of them as long as they're not currently stinging you_ you'll love this over-the-top_ action-packed_ tongue-in-cheek insects-on-the-rampage thriller!",,,,,
Petey,Fiction_Children & Young Adult_Family & Relationships_Social Issues_Disabilities,In 1922 Petey_ who has cerebral palsy_ is misdiagnosed as an idiot and institutionalized, sixty years later_ still in the institution_ he befriends a boy and shares with him the joy of life.,,,,
Space Race,Fiction_Children & Young Adult_Science Fiction_Aliens,"Every night before going to sleep_ 11-year-old Thomas Derwent says to his father_ ""Nallytan_ Vateelin mesht."" It's the one thing he remembers from the language of The Other Place_ and Thomas has never thought much about it. Until now. Now_ because his father has told him that they're leaving. Not just the small town in England where they live_ but Earth. They're returning to The Other Place_ the planet of Ormingat_ from which they came five years before. It was so long ago_ though_ that Thomas can't remember anything about his life there. All he knows is his life on Earth_ and he can't imagine leaving the places and people he loves so much. But the only other option is to stay behind. Alone.",,,,,
The Apprenticeship of Lucas Whitaker,Fiction_Children & Young Adult_Historical Fiction,"It's 1849_ and twelve-year-old Lucas Whitaker is all alone after his whole family dies of a disease called consumption which has swept through the community. Lucas is grief-stricken and filled with guilt. He might have saved his mother_ who was the last to die_ if only he had listened to news of a strange cure for this deadly disease.

Unable to manage the family farm by himself_ Lucas finds work as an apprentice to Doc Beecher_ doctor_ dentist_ barber and undertaker. Doc amputates a leg as easily as he pulls a tooth_ yet when it comes to consumption_ he remains powerless_ unwilling to try the cure he calls nonsense. Lucas can't accept Doc's disbelief_ and he joins others in the dark ritual they believe is their only hope. The startling results teach Lucas a great deal about fear_ desperation_ and the scientific reasoning that offers hope for a true cure.",,,,,
"As Far As I Can See: Meg's Prairie Diary, Book One",Fiction_Children & Young Adult_Historical Fiction_United States and Canada_Pioneers/westward Movement,Grade 3-5-Revealing life in Missouri in 1856_ Meg writes about happy excursions to an ice-cream parlor as well as a horrific scene of a slave auction. When cholera spreads through St. Louis and infects her mother and baby sister_ the protagonist and her younger brother_ Preston_ are sent to live with relatives in the Kansas Territory. Traveling by steamship via the Mississippi and then the Missouri rivers_ they finally reach their destination. A city girl_ Meg learns to love the wide-open prairie and matures under the brilliant Kansas sky. She helps hide a runaway slave and nurses Preston back to health when he comes down with a dreadful fever. At the end of the brief novel_ Meg's mother and sister_ fully recovered_ journey to Kansas, her father will soon join them and settle there. This easy-to-read book introduces issues such as slavery_ gambling_ and women's rights, social movements_ such as the community of Neosho_ KS_ which was founded by vegetarians, as well as historical events_ such as the violent disputes among Border Ruffians_ Southern sympathizers_ and those settlers who wanted Kansas to be a free state. Notes and information about the author are included. Fans of the series will not be disappointed.,,
"Love Thy Neighbor: The Tory Diary of Prudence Emerson, Greenmarsh, Massachusetts, 1774",Fiction_Children & Young Adult_Historical Fiction_United States and Canada_Revolutionary War,In Greenmarsh_ Massachusetts_ in 1774_ thirteen-year-old Prudence keeps a diary of the troubles she and her family face as Tories surrounded by American patriots at the start of the American Revolution.,,,,,
Sea Star: Orphan of Chincoteague,Fiction_Children & Young Adult_Horses,"Movie men have come to Chincoteague to film the annual Pony Penning_ and Paul and Maureen are thrilled - until they learn that the producers want to buy their beloved Misty. Reluctantly_ they agree to sell in order to send their uncle to college. But how will they ever fill the lonely place that Misty leaves behind?

Finding an orphaned colt helps Paul and Maureen deal with their loss_ and they soon discover that little Sea Star needs them just as much as they need him.",,,,,
Black Gold,Fiction_Children & Young Adult_Horses_Racing,"No one thinks much of Black Gold because he is so small. But Jaydee sees something special in his eyes. He knows Black Gold would be great if he were his rider! Finally_ Jaydee gets his wish. And Black Gold grows strong and fast under his careful hands. Soon it will be time for the most important race in America. Do they really have what it takes to win?
Set against the thrilling and colorful world of Thoroughbred horses_ Black Gold is the true story of this legendary horse and his determined young jockey. Black Gold's inspirational story proves that the power of love and dedication can make any dream come true.",,,,,
Hope,Fiction_Children & Young Adult_Historical Fiction_Family & Relationships,"With their mother dead and their father searching for gold in California_ Hope Douglas and her younger brother_ John_ have no one to care for them but the Shakers. Their only relative_ their uncle_ doesn't want them_ and they're too young to take care of themselves.
Hope can't deny the kindness of the Shakers. Yet while John thrives in the community_ Hope can think of nothing but leaving. She knows there's only one way she will be allowed to go: Her father must come for her. It's a dream Hope tries desperately to keep alive. But as her stay grows longer_ her dream begins to fade. Will her father ever come? Or is she fated to remain here until she is old enough to leave on her own?",,,,,
The Christmas Tree,Fiction_Religious_Christianity_Seasonal And Holiday,"Christmas has always been a time of remembering old favorites--the ornaments that we unwrap with care_ the carols we sing_ the friends we gather around us--and_ perhaps most of all_ the stories_ filled with magic and wonder_ that have come to almost define the season itself. The Christmas Tree is such a story.
Narrated by the chief gardener from Rockefeller Center_ it is the tale of a little girl named Anna from New York City who is orphaned and sent to live in a convent. Lonely and unaccustomed to her new surroundings_ Anna befriends_ as only a child can_ a tiny fir tree. ""Tree_"" as she calls him_ becomes Anna's best and most special friend. They grow up together_ unlocking the secrets of friendship as well as sharing the wonders of nature. Indeed_ it is this profound appreciation and love of nature that Anna later_ as Sister Anthony_ passes on to her adoring students. Of course_ nature is not without its tragedies_ and when Tree is threatened by a cruel winter storm_ Sister Anthony_ now an old woman_ decides to finally give up her dearest friend--allowing him to become what is perhaps the most enjoyed and famous Christmas tree of all.
The perfect story for Christmas_ The Christmas Tree is about growth_ learning to love_ and finally_ being able to share that love with others_ allowing it to be reborn_ remembered and cherished forever.
(from book jacket)",,,,,
The Yearling,Fiction_Children & Young Adult_Historical Fiction_Animals_Zoos And Wild Animals,"A literary sensation when originally published over fifty years ago_ The Yearling has gone on to become a classic work of American literature. Marjorie Kinnan Rawlings' timeless story of backwoods Florida and the tender relationship of a young boy and his tame fawn has continued to delight and enthrall readers of all ages.
(from book jacket)",,,,,
"A Time for Courage: The Suffragette Diary of Kathleen Bowen, Washington, D.C., 1917",Fiction_Children & Young Adult_Historical Fiction,A diary account of thirteen-year-old Kathleen Bowen's life in Washington_ D.C. in 1917_ as she juggles concerns about the national battle for women's suffrage_ the war in Europe_ and her own school work and family. Includes a historical note.,,,,,
"Land of the Buffalo Bones: The Diary of Mary Elizabeth Rodgers, an English Girl in Minnesota, New Yeovil, Minnesota, 1873",Fiction_Children & Young Adult_Historical Fiction,Gr. 4-8. This Dear America book is unusual in that it is based on real people and events in 1873. Bauer's great-grandfather Reverend Rodgers led his family and congregation from England to Minnesota_ the jumping-off point for this fictional diary_ narrated by Rodgers' oldest daughter_ Polly_ age 14. The long and unpleasant voyage and the settlers' horror at their barren and inhospitable new land are vividly set down_ and it is the latter that forms the backbone of Polly's story. She describes the family's sod house_ the ineptness with which the town-bred English attempt to build and farm_ and the endless oppressive heat_ unendurable cold_ and plagues of locusts. No wonder the settlers eventually vote to reject their pastor! Accompanied by photos of the Rodgers family and scenes of the settlement_ this is an engrossing look at the hardships faced by many pioneers.,,,,,
"Where Have All the Flowers Gone?: The Diary of Molly MacKenzie Flaherty, Boston, Massachusetts, 1968",Fiction_Children & Young Adult_Historical Fiction,"Grade 5-9 This novel focuses on events from Christmas 1967 through May 1968_ a time of war in Vietnam and unrest in the United States. Molly's brother_ Patrick_ is serving in the area of Khe Sanh_ a region that is receiving high-intensity shelling_ and the 15-year-old contends with the duality of emotions occasioned by pride and concern for him and by her daily exposure to antiwar feelings. She observes how heated people can be about the war_ one way or the other_ but no one seems to bother to know the details; she wants to learn everything she possibly can about it. Volunteering in the VA hospital over the objections of her parents_ she witnesses the frustration and anger of the seriously injured vets and the death of one of them. The story is rich in detail about the period: hippies; demonstrations; the assassinations of Martin Luther King_ Jr._ and Robert Kennedy; the lure of the coffeehouses_ thrift shops_ and bookstores of Harvard Square; and always the fate of the Boston Red Sox. Molly is an engaging protagonist with her own issues_ and her questioning mind seeks honest answers. Average-quality_ captioned black-and-white historical photos appear with the back matter. This title will be popular where readers seek out ""Dear America"" and similar series_ and it complements American history studies.",,,,,
"When Christmas Comes Again: The World War I Diary of Simone Spencer, New York City to the Western Front, 1917",Fiction_Children & Young Adult_Historical Fiction,"In April of 1917_ Simone Spencer's world changes. Her beloved brother Will goes off to war_ and Simone seeks a way to help. The passionate daughter of a feisty French mother and a rebellious upper-class father_ Simone is not cut out for the society life she is meant to lead. So_ when General Pershing calls for French-speaking American girls to operate the switchboards on the Western Front_ Simone becomes one of the first brave ""Hello Girls"" whose courage helps lead the Allies to victory. In the end_ Christmas brings the Spencers back together again.",,,,,
"Christmas After All: The Great Depression Diary of Minnie Swift, Indianapolis, Indiana, 1932",Fiction_Children & Young Adult_Historical Fiction,"To 11-year-old Minnie Swift_ Christmas_ 1932_ is not going to be the time of bounty she's used to. Instead_ it has become the ""Time of the Dwindling."" The Great Depression has changed everything: Minnie's father is working fewer and fewer hours_ her hungry family eats more and more aspic and ""rumor of pork"" (high up on the Vomitron_ a zero-to-ten scale Minnie and her brother have invented to determine the vileness of their meager dinners)_ and a tiny orphan girl has joined their family from Heart's Bend_ Texas. Minnie finds a worthy outlet in her daily journal_ in which she records the sometimes troubling_ sometimes exhilarating experiences of one winter month in Indianapolis during the depression. Nothing can subdue Minnie's lively spirit_ although the disappearance of her father challenges her sorely.",,,,,
The Ghost in the Tokaido Inn,Fiction_Children & Young Adult_Mystery_Crime and Mystery_Detective Story and Detectives_Historical_Historical Fiction_Asia,While attempting to solve the mystery of a stolen jewel_ Seikei_ a merchant's son who longs to be a samurai_ joins a group of kabuki actors in eighteenth-century Japan.,,,,,
Runaway Wolf Pups,Fiction_Children & Young Adult_Animals_Zoos And Wild Animals,"Nine-year-old Stella Sullivan loves animals_ and so does her mom_ a wildlife biologist at Goldenrock National Park in Montana. So when Stella learns that Romeo_ a male wolf recently reintroduced into the park_ has died from gunshot wounds_ she is heartbroken. When Stella and her mom hike up Mount Edna to track Juliet_ Romeo's mate_ to her den_ they discover a wonderful surprise-wolf pups! But the pups soon disappear_ and Stella must help find them--before hunters do!
Join Stella_ her Aunt Anya-a veterinarian-and their friends and family in one exciting episode after another_ as they rescue a piglet that's tumbled down a well_ perform surgery on a goldfish_ treat a colt that's suffered a rattlesnake bite_ and more!",,,,,
Good-bye Pony,Fiction_Children & Young Adult_Horses_Raising and Owning,"Ms. Wiggins asks the Pony Pals to take care of her old pony while she is away.  Anna loves Winston and is happy to watch over the sweet pony.
But Winston is very old.  The poor pony is very sick.  Anna is upset and needs her Pony Pals more than ever.  Can Lulu and Pam help Anna to say good-bye?
(from book jacket)",,,,,
"Long Secret, the",Fiction_Children & Young Adult_Family & Relationships,"Harriet the Spy refuses to become ruffled when an unidentified person starts leaving disturbing notes all over the quiet little beach town of Water Mill. Shes determined to discover the author of the notes. And she drags her friend_ mousy Beth Ellen_ into all kinds of odd and embarrassing situations in her efforts to reveal the culprit. Observing in her own special_ caustic way with her ever-present notebook_ Harriet the Spy is on the case. But will she be ready to face the truth when she finds it? 

The sequel to Harriet the Spy.",,,,,
Harriet the Spy,Fiction_Children & Young Adult_School,Meet Harriet M. Welsch -- one of the most unforgettable_ funniest characters in children's literature. Harriet is a girl with only one ambition in life: to be a spy. She works hard at it -- filling her secret notebook with observations about her parents_ friends_ and neighbors. But when her classmates find her notebook and read her mean comments about them_ Harriet finds herself shunned by everyone. How can she put her spying talents to good use and make her friends like her again?,,,,,
"Upstairs Room, the","Fiction_Children & Young Adult_Historical Fiction_WWII Holocaust, And Aftermath","When the German army occupied Holland_ Annie de Leeuw was eight years old.  Because she was Jewish_ the occupation put her in grave danger--she knew that to stay alive she would have to hide.  Fortunately_ a Gentile family_ the Oostervelds_ offered to help.  For two years they hid Annie and her sister_ Sini_ in the cramped upstairs room of their farmhouse.
Most people thought the war wouldn't last long.  But for Annie and Sini--separated from their family and confined to one tiny room--the war seemed to go on forever.
(from book jacket)",,,,,
Ghosts I Have Been,Fiction_Children & Young Adult_Historical Fiction_Science Fiction,Upon discovering that she has the gift of Second Sight_ Blossom also learns that whether glimpsing the future or traveling into the past_ one is powerless to alter history.,,,,,
The Dreadful Future of Blossom Culp,Fiction_Children & Young Adult_Historical Fiction_Science Fiction_Paranormal Powers,It's Halloween_ 1914. Teenage psychic Blossom Culp sneaks into the house where the rest of her class is having a party-and that's when everything goes haywire. Suddenly Blossom is hurled into a time warp. Her psychic powers have found a way to send her into the future-our time. But will they be able to send her back?,,,,,
"Long Way from Chicago, a",Fiction_Children & Young Adult_Historical Fiction_Family & Relationships_Humorous Fiction,"What happens when Joey and his sister_ Mary Alice--two city slickers from Chicago--make their annual summer visits to Grandma Dowdel's seemingly sleepy Illinois town?
August 1929: They see their first corpse_ and he isn't resting easy.
August 1930: The Cowgill boys terrorize the town_ and Grandma fights back with a dead mouse and a bottle of milk.
August 1931: Joey and Mary Alice help Grandma to trespass_ pinch property_ poach_ catch the sheriff in his underwear_ and feed the hungry--all in one day.
And there's more--much more--as Joey and Mary Alice make seven summer trips to Grandma's_ each one funnier and more surprising than the year before.  In the grand storytelling tradition of American humorists from Mark Twain to Flannery O'Connor_ Richard Peck has created a memorable world filled with characters who_ like Grandma herself_ are larger than life and twice as entertaining.  And year round_ you are sure to enjoy your stay with them.",,,,,
"Year Down Yonder, a",Fiction_Children & Young Adult_Family & Relationships_Humorous Fiction,"Mary Alice's summer days spent in Grandma Dowdel's hick town had been packed with enough surprises and drama to fill the double bill of any picture show.  But now she is fifteen and facing a whole year with Grandma_ a woman well known for shaking up to local populace.  And all Mary Alice can know for certain is this: When trying to predict how life with Grandma might turn out...better not.
Richard Peck crafts a worthy successor to his Newbery Honor-winning A Long Way from Chicago in this richly entertaining story.  With its masterfully interwoven tales of moonlit adventures_ lovesick maidens_ and fools made to suffer in unusual (and always hilarious) ways_ it's a year readers will want to return to time and again. 
(from book jacket)",,,,,
When Hitler Stole Pink Rabbit,Fiction_Children & Young Adult_Historical Fiction,"Anna was so busy with her schoolwork and friends that she hardly had time to notice Adolf Hitler's face glaring out of political posters all over Berlin.  But one morning her father was gone_ and then she and her brother had to sneak out of Germany.
Reunited in Switzerland_ Anna and her family try to find a home in several countries.  Along the way they must learn new languages_ new customs_ and the special skills required to be a refugee.  But Anna knows as long as her family stays together_ that's all that really matters.",,,,,
"My Face to the Wind: The Diary of Sarah Jane Price, a Prairie Teacher, Broken Bow, Nebraska, 1881",Fiction_Children & Young Adult_Historical Fiction_United States and Canada_Pioneers/westward Movement,In the late 1870s_ many young teachers traveled West to earn money and make a new life for themselves_ despite the schools being inadequate at best. Some returned home_ unable to endure the hardships of prairie life_ but others were more committed to their work. Sarah Jane Price stayed_ braving the rough conditions of the West. Written by Newbery Honor Author Jim Murphy_ this is Sarah Jane Price's story.,,,,,
"I Thought My Soul Would Rise and Fly: The Diary of Patsy, a Freed Girl, Mars Bluff, South Carolina, 1865",Fiction_Children & Young Adult_Historical Fiction_United States and Canada_Civil War And Slavery,Twelve-year-old Patsy keeps a diary of the ripe but confusing time following the end of the Civil War and the granting of freedom to former slaves.,,,,,
"My Secret War: The World War II Diary of Madeline Beck, Long Island, New York, 1941","Fiction_Children & Young Adult_Historical Fiction_WWII Holocaust, And Aftermath",It is the Fall of 1941 and Madeline Beck is living with her mother at Mrs. Hawkins' Mansion-by-the-Sea_ a boarding house on Long Island. Her father has been sent off to guard the Pacific coast on an aircraft carrier_ and Madeline is very scared of all that she hears about the impending War in the Pacific. Will her Dad be alright? What if the Japanese decide to attack? Along with her worries about the war and her father_ she must also deal with the anxiety of being the new kid at school. Things brighten up_ though_ when Johnny Vecchio_ who is fascinated by the war and her father's role in it_ starts paying close attention to Madeline. They develop a friendship that helps Madeline through the toughest times_ from the awful fear of losing her father to the tragic and terrifying bombing of Pearl Harbor. He helps her to remain brave and committed in the face of the war.,,,,,
"Standing in the Light: The Captive Diary of Catherine Carey Logan, Delaware Valley, Pennsylvania, 1763",Fiction_Children & Young Adult_Historical Fiction_United States and Canada_Colonial Period,A Quaker girl's diary reflects her experiences growing up in the Delaware River Valley of Pennsylvania and her capture by Lenape Indians in 1763.,,,,,
"Seeds of Hope: The Gold Rush Diary of Susanna Fairchild, California Territory, 1849",Fiction_Children & Young Adult_Historical Fiction_United States and Canada_Pioneers/westward Movement,Susanna Fairchild's family had planned to move to Oregon and begin a relatively quiet life there. But after Susanna's mother is lost at sea_ her physician father turns restless_ deciding to join thousands of Forty-Niners_ prospectors seeking their fortunes in the rugged hills of California territory.,,,,,
"Survival in the Storm: The Dust Bowl Diary of Grace Edwards, Dalhart, Texas, 1935",Fiction_Children & Young Adult_Historical Fiction,In sixteen-year-old Katelan Janke's first Dear America book_ we meet Grace Edwards_ a little girl growing up in the heart of the Texas panhandle_ in the midst of the Dust Bowl. Fierce_ dust-filled winds ravage the plains and threaten the town's agricultural livelihood_ creating poverty and despair among Grace's neighbors. Will her family's farm survive?,,,,,
"Valley of the Moon: The Diary of Maria Rosalia de Milagros, Sonoma Valley, Alta California, 1846",Fiction_Children & Young Adult_Historical Fiction,María Rosalia is a Mestizo servant in a Spanish home. Orphaned years ago_ she and her brother Domingo work on a ranch run by the stern Señor Medina. María¹s writing captures the intense tradition and culture of the Spanish as she observes the war that Alta California ultimately loses to the Americans.,,,,,
"The Sun, the Moon, and the Stars",Fiction_Fantasy_Fairy Tales_Contemporary_Fairy Tales & Folklore_Reinterpretations,"Once upon a time there was a kingdom that lived in darkness_ for the sun_ the moon and the stars were hidden in a box_ and that box was hidden in a sow's belly_ and that sow was hidden in a troll's cave_ and that cave was hidden at the end of the world.

Once upon a time there was a studio of artists who feared they were doomed to obscurity_ for though they worked and they worked_ no one was interested in the paintings that stood in racks along their studio walls.

The Sun_ the Moon_ & the Stars is a tale of two quests_ of two young men who are reaching for the moon. And the sun. And the stars.",,,,,
The Fouth Dynasty,Fiction_Science Fiction_Arthur C.  Clarke_H. P. Lovecraft_Isaac  Asimov_Ray  Bradbury_Jack  London_James  Blish_L. Sprague  de Camp_A.E.  van Vogt_Jack  Vance_Fletcher  Pratt_Damon  Knight_Murray  Leinster_Richard  Matheson_Eric Frank  Russell_Theodore  Sturgeon_John D.  MacDonald_Lewis  Padgett_Wyman  Guin_Lester  del Rey_Raymond F.  Jones_Alan E.  Nourse_Fredric  Brown_A.J.  Deutsch_Anthony  Boucher_William  Tenn_Paul  Ernst_David H.  Keller_Katherine  MacLean_John  Leimert_B.F.  Ruby_Will H.  Gray_David  Grinnell_Mark  Clifton_Ross  Rocklynne_Ann  Griffith_R.R.  Winterbotham_Ralph  Williams_Chester S.  Geier_W.  Hilton-Young_André  Maurois_Ralph  Robin_H.B.  Fyfe_Robert  Abernathy_Peter  Phillips,An incredibly ancient manuscript is found by archeologist.  Dating places it circa 15_000_000 A. D.  It was found next to two decomposing skeletons of the type Homo sapiens of which none are recorded to have lived past 50_445 A. D.  It is written in the ancient language of English_ which a few scholars are able to still translate_ and should be a fascinating study for scholars of that period...,,,,,
